"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"LTU","HRWKD","TOT","HR_WKD","A","2009",1624,
"LTU","HRWKD","TOT","HR_WKD","A","2010",1642,
"LTU","HRWKD","TOT","HR_WKD","A","2011",1620,
"LTU","HRWKD","TOT","HR_WKD","A","2012",1619,
"LTU","HRWKD","TOT","HR_WKD","A","2013",1605,
"LTU","HRWKD","TOT","HR_WKD","A","2014",1598,
"LTU","HRWKD","TOT","HR_WKD","A","2015",1621,
"LTU","HRWKD","TOT","HR_WKD","A","2016",1643,
"LTU","HRWKD","TOT","HR_WKD","A","2017",1607,
"CRI","HRWKD","TOT","HR_WKD","A","1987",2366,
"CRI","HRWKD","TOT","HR_WKD","A","1988",2346,
"CRI","HRWKD","TOT","HR_WKD","A","1989",2307,
"CRI","HRWKD","TOT","HR_WKD","A","1990",2358,
"CRI","HRWKD","TOT","HR_WKD","A","1991",2272,
"CRI","HRWKD","TOT","HR_WKD","A","1992",2359,
"CRI","HRWKD","TOT","HR_WKD","A","1993",2346,
"CRI","HRWKD","TOT","HR_WKD","A","1994",2370,
"CRI","HRWKD","TOT","HR_WKD","A","1995",2345,
"CRI","HRWKD","TOT","HR_WKD","A","1996",2387,
"CRI","HRWKD","TOT","HR_WKD","A","1997",2365,
"CRI","HRWKD","TOT","HR_WKD","A","1998",2356,
"CRI","HRWKD","TOT","HR_WKD","A","1999",2370,
"CRI","HRWKD","TOT","HR_WKD","A","2000",2362,
"CRI","HRWKD","TOT","HR_WKD","A","2001",2329,
"CRI","HRWKD","TOT","HR_WKD","A","2002",2357,
"CRI","HRWKD","TOT","HR_WKD","A","2003",2350,
"CRI","HRWKD","TOT","HR_WKD","A","2004",2369,
"CRI","HRWKD","TOT","HR_WKD","A","2005",2352,
"CRI","HRWKD","TOT","HR_WKD","A","2006",2360,
"CRI","HRWKD","TOT","HR_WKD","A","2007",2387,
"CRI","HRWKD","TOT","HR_WKD","A","2008",2392,
"CRI","HRWKD","TOT","HR_WKD","A","2009",2348,
"CRI","HRWKD","TOT","HR_WKD","A","2010",2243.07999999999,
"CRI","HRWKD","TOT","HR_WKD","A","2011",2285.28,
"CRI","HRWKD","TOT","HR_WKD","A","2012",2233.36,
"CRI","HRWKD","TOT","HR_WKD","A","2013",2140.55999999999,
"CRI","HRWKD","TOT","HR_WKD","A","2014",2121.69,
"CRI","HRWKD","TOT","HR_WKD","A","2015",2148.17999999999,
"CRI","HRWKD","TOT","HR_WKD","A","2016",2204.65,
"CRI","HRWKD","TOT","HR_WKD","A","2017",2178.92,
